ID,iso2c,iso3c,country,year,gdp_percap,life_expect,population,birth_rate,neonat_mortal_rate,region,income,co2_percap
844,CA,CAN,Canada,1999,27656.67692,78.88292683,30499200,11.2,3.7,North America,High income,16.89846016
845,CA,CAN,Canada,1991,20060.67282,77.55341463,28171682,14.9,4.3,North America,High income,15.14925974
846,CA,CAN,Canada,1990,20107.83069,77.37707317,27791000,15,4.4,North America,High income,15.65907038
847,CA,CAN,Canada,2002,30851.31148,79.5902439,31362000,10.7,3.8,North America,High income,16.55937785
848,CA,CAN,Canada,2003,32189.0616,79.83902439,31676000,10.5,3.9,North America,High income,17.46119914
849,CA,CAN,Canada,2007,39441.96779,80.54390244,32887928,11.2,3.9,North America,High income,16.85588274
850,CA,CAN,Canada,1997,25087.99726,78.4804878,29987200,11.6,3.9,North America,High income,16.51685906
852,CA,CAN,Canada,2012,42145.09786,81.5835122,34750545,11,3.6,North America,High income,14.89063564
853,CA,CAN,Canada,2006,38009.876,80.29268293,32570505,10.9,4,North America,High income,16.69669436
854,CA,CAN,Canada,2005,36134.60224,80.29268293,32312000,10.65,4,North America,High income,17.25108328
855,CA,CAN,Canada,2008,40277.61931,80.69512195,33245773,11.3,3.8,North America,High income,16.87519788
856,CA,CAN,Canada,2010,40027.24021,81.19756098,34005274,11.1,3.7,North America,High income,15.723167
857,CA,CAN,Canada,2009,38791.07469,80.94634146,33628571,11.3,3.8,North America,High income,15.96156016
858,CA,CAN,Canada,2000,29185.35506,79.23658537,30769700,10.9,3.7,North America,High income,17.36711469
859,CA,CAN,Canada,2001,30073.91281,79.48780488,31081900,10.6,3.8,North America,High income,16.98502952
861,CA,CAN,Canada,2013,44101.47145,81.77204878,35152370,10.8,3.5,North America,High income,14.71197182
862,CA,CAN,Canada,2014,45519.79392,81.95304878,35535348,10.8,3.4,North America,High income,15.11715878
863,CA,CAN,Canada,2004,33754.86956,80.14146341,31995000,10.65,4,North America,High income,17.25891114
864,CA,CAN,Canada,2011,41565.27122,81.44878049,34342780,11,3.6,North America,High income,15.63975962
865,CD,COD,"Congo, Dem. Rep.",2001,408.5744004,50.667,48394338,45.93,38.1,Sub-Saharan Africa,Low income,0.017276319
866,CD,COD,"Congo, Dem. Rep.",2002,414.7227733,51.385,49835756,45.891,37.7,Sub-Saharan Africa,Low income,0.018616172
867,CD,COD,"Congo, Dem. Rep.",2004,460.2476414,52.917,53034217,45.781,36.7,Sub-Saharan Africa,Low income,0.022610101
868,CD,COD,"Congo, Dem. Rep.",2006,513.3796909,54.401,56543011,45.599,35.3,Sub-Saharan Africa,Low income,0.028470592
869,CD,COD,"Congo, Dem. Rep.",1991,754.7824826,49.225,35914825,46.084,41.1,Sub-Saharan Africa,Low income,0.082498968
870,CD,COD,"Congo, Dem. Rep.",2007,542.0617287,55.091,58417562,45.47,34.6,Sub-Saharan Africa,Low income,0.030067893
871,CD,COD,"Congo, Dem. Rep.",2008,568.0834779,55.743,60373608,45.307,33.8,Sub-Saharan Africa,Low income,0.030794399
872,CD,COD,"Congo, Dem. Rep.",2013,708.608472,58.347,71316033,43.772,30.5,Sub-Saharan Africa,Low income,0.050339213
874,CD,COD,"Congo, Dem. Rep.",2011,629.8563888,57.418,66713597,44.549,31.7,Sub-Saharan Africa,Low income,0.037377088
875,CD,COD,"Congo, Dem. Rep.",2012,664.8017801,57.894,68978682,44.187,31,Sub-Saharan Africa,Low income,0.034820686
876,CD,COD,"Congo, Dem. Rep.",2005,488.3880869,53.675,54751476,45.701,36,Sub-Saharan Africa,Low income,0.027392924
877,CD,COD,"Congo, Dem. Rep.",1990,827.6003304,49.043,34614581,46.082,41.4,Sub-Saharan Africa,Low income,0.117591197
878,CD,COD,"Congo, Dem. Rep.",2000,419.4639136,50.041,47076387,45.964,38.5,Sub-Saharan Africa,Low income,0.017292618
879,CD,COD,"Congo, Dem. Rep.",1995,533.2182533,49.111,41595744,46.073,40.1,Sub-Saharan Africa,Low income,0.051043515
880,CD,COD,"Congo, Dem. Rep.",2003,433.0794753,52.144,51390033,45.843,37.2,Sub-Saharan Africa,Low income,0.019194831
882,CD,COD,"Congo, Dem. Rep.",2010,597.0769873,56.907,64523263,44.856,32.4,Sub-Saharan Africa,Low income,0.031314551
883,CD,COD,"Congo, Dem. Rep.",1994,535.7202785,49.22,40273701,46.082,40.3,Sub-Saharan Africa,Low income,0.040700233
884,CD,COD,"Congo, Dem. Rep.",1992,664.4488734,49.311,37346147,46.086,40.8,Sub-Saharan Africa,Low income,0.075409546
885,CD,COD,"Congo, Dem. Rep.",2009,569.5350063,56.35,62409435,45.105,33.1,Sub-Saharan Africa,Low income,0.028027156
886,CD,COD,"Congo, Dem. Rep.",1999,451.884304,49.557,45898667,45.995,38.9,Sub-Saharan Africa,Low income,0.030119807
887,CD,COD,"Congo, Dem. Rep.",1998,475.8974951,49.233,44840529,46.022,39.2,Sub-Saharan Africa,Low income,0.037209307
888,CD,COD,"Congo, Dem. Rep.",1996,522.6361409,49.04,42770544,46.06,39.9,Sub-Saharan Africa,Low income,0.054185516
889,CD,COD,"Congo, Dem. Rep.",1997,489.5926991,49.066,43830146,46.043,39.6,Sub-Saharan Africa,Low income,0.043337889
890,CD,COD,"Congo, Dem. Rep.",2014,763.8580526,58.782,73722860,43.31,29.9,Sub-Saharan Africa,Low income,0.063369191
891,CD,COD,"Congo, Dem. Rep.",1993,566.0870712,49.302,38833595,46.086,40.5,Sub-Saharan Africa,Low income,0.066760984
893,CF,CAF,Central African Republic,1998,646.2408094,44.675,3597385,40.166,49.6,Sub-Saharan Africa,Low income,0.069315906
895,CF,CAF,Central African Republic,2004,710.410967,44.08,4055036,39.46,48.8,Sub-Saharan Africa,Low income,0.057875688
896,CF,CAF,Central African Republic,2002,701.5357944,43.718,3907612,39.818,49.1,Sub-Saharan Africa,Low income,0.062874461
897,CF,CAF,Central African Republic,2001,679.9349442,43.755,3832203,39.948,49.3,Sub-Saharan Africa,Low income,0.064111687
898,CF,CAF,Central African Republic,2003,664.3150585,43.827,3981665,39.655,49,Sub-Saharan Africa,Low income,0.058942176
899,CF,CAF,Central African Republic,1997,624.504666,45.166,3517309,40.212,49.8,Sub-Saharan Africa,Low income,0.069851412
900,CF,CAF,Central African Republic,1992,562.7305148,47.873,3095807,40.771,51,Sub-Saharan Africa,Low income,0.069885817
901,CF,CAF,Central African Republic,1993,562.5304131,47.352,3181222,40.585,50.6,Sub-Saharan Africa,Low income,0.070314804
902,CF,CAF,Central African Republic,1994,586.708614,46.807,3267670,40.439,50.3,Sub-Saharan Africa,Low income,0.071821206
903,CF,CAF,Central African Republic,2000,649.4590457,43.937,3754986,40.046,49.3,Sub-Saharan Africa,Low income,0.07128948
904,CF,CAF,Central African Republic,2013,618.5146823,49.825,4499653,36.959,44.6,Sub-Saharan Africa,Low income,0.06601109
905,CF,CAF,Central African Republic,2012,963.5640139,49.041,4490416,37.343,45.3,Sub-Saharan Africa,Low income,0.06533025
906,CF,CAF,Central African Republic,1999,665.1218225,44.254,3676508,40.115,49.5,Sub-Saharan Africa,Low income,0.071813797
907,CF,CAF,Central African Republic,2005,726.8663666,44.466,4127910,39.237,48.6,Sub-Saharan Africa,Low income,0.056853953
908,CF,CAF,Central African Republic,2006,771.1467414,44.967,4201758,38.996,48.5,Sub-Saharan Africa,Low income,0.059345636
909,CF,CAF,Central African Republic,2007,813.8053894,45.552,4275800,38.749,48.2,Sub-Saharan Africa,Low income,0.059175593
910,CF,CAF,Central African Republic,2008,833.2529641,46.19,4345386,38.5,47.8,Sub-Saharan Africa,Low income,0.058227969
911,CF,CAF,Central African Republic,2009,842.5222241,46.862,4404230,38.248,47.3,Sub-Saharan Africa,Low income,0.057449997
912,CF,CAF,Central African Republic,1995,625.7733502,46.252,3352767,40.332,50.1,Sub-Saharan Africa,Low income,0.069998303
913,CF,CAF,Central African Republic,1996,596.9218812,45.7,3435821,40.262,49.9,Sub-Saharan Africa,Low income,0.068306236
914,CF,CAF,Central African Republic,2011,911.6559469,48.284,4476153,37.683,46,Sub-Saharan Africa,Low income,0.0622615
915,CF,CAF,Central African Republic,2014,633.9456853,50.621,4515392,36.542,43.8,Sub-Saharan Africa,Low income,0.066593111
916,CF,CAF,Central African Republic,1991,603.793268,48.35,3014624,40.99,51.4,Sub-Saharan Africa,Low income,0.068118611
917,CF,CAF,Central African Republic,2010,870.0440809,47.56,4448525,37.981,46.7,Sub-Saharan Africa,Low income,0.059350908
918,CF,CAF,Central African Republic,1990,602.5494938,48.767,2939780,41.234,51.7,Sub-Saharan Africa,Low income,0.067358102
919,CG,COG,"Congo, Rep.",1997,3388.369355,52.164,2962470,38.855,31.7,Sub-Saharan Africa,Lower middle income,0.790965984
920,CG,COG,"Congo, Rep.",1995,3340.817519,53.247,2799255,38.471,30.5,Sub-Saharan Africa,Lower middle income,0.559366331
921,CG,COG,"Congo, Rep.",1996,3449.224934,52.677,2879222,38.66,31.1,Sub-Saharan Africa,Lower middle income,0.596048516
922,CG,COG,"Congo, Rep.",2003,3791.129803,52.703,3502519,39.399,29.6,Sub-Saharan Africa,Lower middle income,0.261740193
923,CG,COG,"Congo, Rep.",1994,3235.869097,53.842,2722497,38.314,29.8,Sub-Saharan Africa,Lower middle income,0.789298207
924,CG,COG,"Congo, Rep.",1993,3446.261338,54.438,2648507,38.205,29.2,Sub-Saharan Africa,Lower middle income,0.498439309
925,CG,COG,"Congo, Rep.",2005,4223.074355,54.687,3718243,39.285,27.2,Sub-Saharan Africa,Lower middle income,0.264306556
926,CG,COG,"Congo, Rep.",2006,4474.880108,55.881,3842365,39.153,26,Sub-Saharan Africa,Lower middle income,0.291079843
927,CG,COG,"Congo, Rep.",2007,4369.052287,57.115,3976246,38.964,24.8,Sub-Saharan Africa,Lower middle income,0.305257019
928,CG,COG,"Congo, Rep.",1998,3452.939885,51.748,3048453,39.035,32.1,Sub-Saharan Africa,Lower middle income,0.255015905
929,CG,COG,"Congo, Rep.",1999,3319.547701,51.473,3136344,39.184,32.3,Sub-Saharan Africa,Lower middle income,0.261899843
930,CG,COG,"Congo, Rep.",2000,3551.092649,51.397,3225727,39.293,32.2,Sub-Saharan Africa,Lower middle income,0.325124228
931,CG,COG,"Congo, Rep.",1991,3420.883123,55.521,2507772,38.194,28.3,Sub-Saharan Africa,Lower middle income,0.400657636
933,CG,COG,"Congo, Rep.",1992,3493.757136,55.008,2577035,38.162,28.7,Sub-Saharan Africa,Lower middle income,0.49661064
934,CG,COG,"Congo, Rep.",2004,3915.740808,53.608,3605439,39.365,28.4,Sub-Saharan Africa,Lower middle income,0.263422291
935,CG,COG,"Congo, Rep.",2009,4760.444498,59.452,4253712,38.402,23,Sub-Saharan Africa,Lower middle income,0.410345599
936,CG,COG,"Congo, Rep.",2001,3667.708329,51.577,3315806,39.361,31.6,Sub-Saharan Africa,Lower middle income,0.231136261
937,CG,COG,"Congo, Rep.",2002,3790.194842,52.017,3407180,39.395,30.7,Sub-Saharan Africa,Lower middle income,0.168972288
938,CG,COG,"Congo, Rep.",2008,4543.924889,58.321,4115435,38.714,23.9,Sub-Saharan Africa,Lower middle income,0.318099788
939,CG,COG,"Congo, Rep.",2013,5502.482873,62.89,4751393,36.466,21.3,Sub-Saharan Africa,Lower middle income,0.649833428
941,CG,COG,"Congo, Rep.",2014,5834.009762,63.536,4871101,35.856,21,Sub-Saharan Africa,Lower middle income,0.635369293
942,CG,COG,"Congo, Rep.",2012,5368.26569,62.169,4633363,37.043,21.6,Sub-Saharan Africa,Lower middle income,0.641061363
943,CG,COG,"Congo, Rep.",2011,5213.946921,61.37,4512730,37.567,21.9,Sub-Saharan Africa,Lower middle income,0.50055554
944,CG,COG,"Congo, Rep.",1990,3322.420799,55.954,2440457,38.308,28,Sub-Saharan Africa,Lower middle income,0.486838326
945,CG,COG,"Congo, Rep.",2010,5081.432145,60.473,4386693,38.022,22.4,Sub-Saharan Africa,Lower middle income,0.451406105
946,CH,CHE,Switzerland,2008,52584.73495,81.99268293,7647675,10,3.2,Europe & Central Asia,High income,5.283044324
947,CH,CHE,Switzerland,2009,51759.75274,82.04390244,7743831,10.1,3.2,Europe & Central Asia,High income,5.377973641
948,CH,CHE,Switzerland,2007,49737.76099,81.74146341,7551117,9.9,3.2,Europe & Central Asia,High income,5.03057402
949,CH,CHE,Switzerland,2003,37710.7989,80.53658537,7339001,9.8,3.4,Europe & Central Asia,High income,5.474267138
951,CH,CHE,Switzerland,2006,45112.27867,81.4902439,7483934,9.8,3.3,Europe & Central Asia,High income,5.592175318
952,CH,CHE,Switzerland,2011,56183.83259,82.69512195,7912398,10.2,3.1,Europe & Central Asia,High income,4.672038363
953,CH,CHE,Switzerland,2004,39184.01884,81.08780488,7389625,9.9,3.3,Europe & Central Asia,High income,5.46256894
954,CH,CHE,Switzerland,2005,40572.26318,81.23658537,7437115,9.8,3.3,Europe & Central Asia,High income,5.558350382
955,CH,CHE,Switzerland,2010,53119.38653,82.24634146,7824909,10.3,3.1,Europe & Central Asia,High income,4.983428945
957,CH,CHE,Switzerland,2012,57849.58399,82.69756098,7996861,10.3,3,Europe & Central Asia,High income,4.723574287
958,CH,CHE,Switzerland,1990,27609.04592,77.24243902,6715519,12.5,3.9,Europe & Central Asia,High income,6.345085168
959,CH,CHE,Switzerland,2013,60108.51635,82.79756098,8089346,10.2,3,Europe & Central Asia,High income,4.972835876
960,CH,CHE,Switzerland,2002,37718.30413,80.38536585,7284753,9.9,3.4,Europe & Central Asia,High income,5.586512817
961,CH,CHE,Switzerland,1992,28226.59936,77.80609756,6875364,12.6,3.7,Europe & Central Asia,High income,6.224236273
962,CH,CHE,Switzerland,1993,28600.11989,78.08536585,6938265,12.1,3.6,Europe & Central Asia,High income,5.873423831
963,CH,CHE,Switzerland,1999,33814.07929,79.5804878,7143991,11,3.5,Europe & Central Asia,High income,5.696073665
964,CH,CHE,Switzerland,1991,27915.66969,77.51463415,6799978,12.7,3.8,Europe & Central Asia,High income,6.280297083
965,CH,CHE,Switzerland,1996,30535.45414,78.89609756,7071850,11.7,3.4,Europe & Central Asia,High income,5.640102519
966,CH,CHE,Switzerland,1997,31797.87463,79.0795122,7088906,11.4,3.4,Europe & Central Asia,High income,5.849483122
967,CH,CHE,Switzerland,2014,61902.16241,83.19756098,8188649,10.4,3,Europe & Central Asia,High income,4.311562994
968,CH,CHE,Switzerland,2001,36808.63938,80.1804878,7229854,10,3.5,Europe & Central Asia,High income,5.93984844
969,CH,CHE,Switzerland,2000,35748.87697,79.6804878,7184250,10.9,3.5,Europe & Central Asia,High income,5.435484985
970,CH,CHE,Switzerland,1994,29344.79013,78.35,6993795,11.9,3.5,Europe & Central Asia,High income,5.90858368
971,CH,CHE,Switzerland,1995,29900.40792,78.41707317,7040687,11.7,3.4,Europe & Central Asia,High income,5.571316975
972,CH,CHE,Switzerland,1998,32891.72251,79.32439024,7110001,11.1,3.4,Europe & Central Asia,High income,5.865651918
973,CI,CIV,Cote d'Ivoire,2005,2388.432195,47.658,18336303,39.355,45,Sub-Saharan Africa,Lower middle income,0.426769671
974,CI,CIV,Cote d'Ivoire,1994,1995.08861,50.259,14083611,42.201,50.1,Sub-Saharan Africa,Lower middle income,0.332757416
975,CI,CIV,Cote d'Ivoire,2007,2508.373899,48.747,19085941,38.846,43.4,Sub-Saharan Africa,Lower middle income,0.355057998
976,CI,CIV,Cote d'Ivoire,1993,2003.354584,50.975,13622731,42.406,49.9,Sub-Saharan Africa,Lower middle income,0.392468001
977,CI,CIV,Cote d'Ivoire,1992,2029.043053,51.605,13163019,42.641,49.7,Sub-Saharan Africa,Lower middle income,0.311456361
979,CI,CIV,Cote d'Ivoire,1996,2247.873782,48.746,14995249,41.824,50,Sub-Saharan Africa,Lower middle income,0.522835333
980,CI,CIV,Cote d'Ivoire,2003,2268.272292,46.856,17679355,39.942,46.5,Sub-Saharan Africa,Lower middle income,0.308844016
982,CI,CIV,Cote d'Ivoire,1995,2113.226157,49.501,14540820,42.013,50.1,Sub-Saharan Africa,Lower middle income,0.455196818
983,CI,CIV,Cote d'Ivoire,2000,2336.356921,46.672,16686561,40.866,48.3,Sub-Saharan Africa,Lower middle income,0.406991231
984,CI,CIV,Cote d'Ivoire,1991,2059.565221,52.117,12710008,42.918,49.6,Sub-Saharan Africa,Lower middle income,0.358909924
985,CI,CIV,Cote d'Ivoire,2006,2450.596778,48.183,18699435,39.09,44.3,Sub-Saharan Africa,Lower middle income,0.374162963
986,CI,CIV,Cote d'Ivoire,1999,2387.908452,46.969,16300233,41.146,48.8,Sub-Saharan Africa,Lower middle income,0.384467081
987,CI,CIV,Cote d'Ivoire,2011,2511.420195,50.945,20895311,38.002,40.4,Sub-Saharan Africa,Lower middle income,0.346951476
988,CI,CIV,Cote d'Ivoire,1990,2064.231664,52.486,12267754,43.241,49.6,Sub-Saharan Africa,Lower middle income,0.410408539
989,CI,CIV,Cote d'Ivoire,2009,2612.063869,49.883,19936366,38.406,41.9,Sub-Saharan Africa,Lower middle income,0.283812055
990,CI,CIV,Cote d'Ivoire,2010,2635.837771,50.423,20401331,38.203,41.1,Sub-Saharan Africa,Lower middle income,0.341512032
991,CI,CIV,Cote d'Ivoire,2004,2317.614362,47.205,17997738,39.64,45.8,Sub-Saharan Africa,Lower middle income,0.425832957
992,CI,CIV,Cote d'Ivoire,2008,2567.190743,49.321,19497986,38.619,42.6,Sub-Saharan Africa,Lower middle income,0.347554665
993,CI,CIV,Cote d'Ivoire,2001,2342.854996,46.567,17040152,40.563,47.7,Sub-Saharan Africa,Lower middle income,0.453421366
994,CI,CIV,Cote d'Ivoire,2002,2295.191399,46.637,17366517,40.251,47.1,Sub-Saharan Africa,Lower middle income,0.419561908
995,CI,CIV,Cote d'Ivoire,1997,2302.720142,48.043,15445986,41.622,49.7,Sub-Saharan Africa,Lower middle income,0.490010026
996,CI,CIV,Cote d'Ivoire,2012,2762.341426,51.463,21418603,37.796,39.7,Sub-Saharan Africa,Lower middle income,0.434007998
997,CI,CIV,Cote d'Ivoire,2013,2980.26506,51.989,21966312,37.579,38.9,Sub-Saharan Africa,Lower middle income,0.486455715
998,CI,CIV,Cote d'Ivoire,2014,3217.771022,52.52,22531350,37.348,38.2,Sub-Saharan Africa,Lower middle income,0.490206046
999,CI,CIV,Cote d'Ivoire,1998,2375.04656,47.438,15884552,41.398,49.3,Sub-Saharan Africa,Lower middle income,0.435158322
1000,CL,CHL,Chile,1994,6578.460882,75.059,14091389,19.846,6.8,Latin America & Caribbean,Upper middle income,2.704048338
1001,CL,CHL,Chile,1991,4947.36936,74.042,13457244,21.465,8,Latin America & Caribbean,Upper middle income,2.327632166
1002,CL,CHL,Chile,1993,6123.751123,74.733,13882668,20.393,7.1,Latin America & Caribbean,Upper middle income,2.494295837
1003,CL,CHL,Chile,1990,4507.114744,73.68,13242132,21.945,8.6,Latin America & Caribbean,Upper middle income,2.515810521
1004,CL,CHL,Chile,2013,22578.72892,78.931,17462982,13.797,5.4,Latin America & Caribbean,Upper middle income,4.76586599
1005,CL,CHL,Chile,1996,8028.911405,75.678,14497826,18.793,6.4,Latin America & Caribbean,Upper middle income,3.345311359
1006,CL,CHL,Chile,1992,5621.10987,74.394,13671033,20.938,7.4,Latin America & Caribbean,Upper middle income,2.37545707
1007,CL,CHL,Chile,1995,7366.063872,75.374,14296613,19.31,6.5,Latin America & Caribbean,Upper middle income,2.919931315
1008,CL,CHL,Chile,2011,20437.70453,78.599,17153357,14.231,5.3,Latin America & Caribbean,Upper middle income,4.619729537
1009,CL,CHL,Chile,2000,9571.978941,76.793,15262754,16.959,5.7,Latin America & Caribbean,Upper middle income,3.853499375
1010,CL,CHL,Chile,1997,8655.296674,75.974,14694835,18.295,6.3,Latin America & Caribbean,Upper middle income,3.837728903
1011,CL,CHL,Chile,2004,11831.31005,77.632,15973778,15.759,5.4,Latin America & Caribbean,Upper middle income,3.742118302
1013,CL,CHL,Chile,2012,21620.28097,78.758,17309746,14.006,5.4,Latin America & Caribbean,Upper middle income,4.677982797
1014,CL,CHL,Chile,2007,16971.76671,78.066,16491687,15.135,5.5,Latin America & Caribbean,Upper middle income,4.343916544
1016,CL,CHL,Chile,1998,9009.317211,76.259,14887756,17.818,6.2,Latin America & Caribbean,Upper middle income,3.871743532
1017,CL,CHL,Chile,1999,8995.18119,76.533,15076952,17.369,6,Latin America & Caribbean,Upper middle income,4.079267746
1018,CL,CHL,Chile,2014,23014.01059,79.117,17613798,13.608,5.4,Latin America & Caribbean,Upper middle income,4.687376624
1019,CL,CHL,Chile,2008,16551.30715,78.193,16661942,14.923,5.4,Latin America & Caribbean,Upper middle income,4.312294329
1020,CL,CHL,Chile,2001,9994.170918,77.034,15444969,16.595,5.4,Latin America & Caribbean,Upper middle income,3.453563552
1021,CL,CHL,Chile,2010,18265.34253,78.454,16993354,14.466,5.3,Latin America & Caribbean,Upper middle income,4.251715171
1022,CL,CHL,Chile,2005,12774.73122,77.791,16147064,15.543,5.5,Latin America & Caribbean,Upper middle income,3.828453643
1023,CL,CHL,Chile,2002,10343.22738,77.255,15623635,16.277,5.3,Latin America & Caribbean,Upper middle income,3.530720028
1024,CL,CHL,Chile,2003,10858.80143,77.453,15799542,16,5.3,Latin America & Caribbean,Upper middle income,3.519261571
1025,CL,CHL,Chile,2006,15773.82302,77.934,16319792,15.339,5.5,Latin America & Caribbean,Upper middle income,3.971510482
1026,CL,CHL,Chile,2009,16226.20693,78.32,16829442,14.699,5.3,Latin America & Caribbean,Upper middle income,3.969555616
1027,CM,CMR,Cameroon,2009,2817.987654,54.996,19432541,39.686,29.1,Sub-Saharan Africa,Lower middle income,0.346083304
1028,CM,CMR,Cameroon,2014,3367.176974,57.111,22239904,37.374,25,Sub-Saharan Africa,Lower middle income,0.314928068
1030,CM,CMR,Cameroon,2008,2812.645055,54.535,18907008,40.013,29.8,Sub-Saharan Africa,Lower middle income,0.293251264
1031,CM,CMR,Cameroon,2006,2614.410426,53.494,17899562,40.521,31,Sub-Saharan Africa,Lower middle income,0.215723212
1032,CM,CMR,Cameroon,2013,3208.268326,56.665,21655715,37.899,25.7,Sub-Saharan Africa,Lower middle income,0.312755732
1033,CM,CMR,Cameroon,2012,3076.858139,56.241,21082383,38.403,26.5,Sub-Saharan Africa,Lower middle income,0.290648216
1034,CM,CMR,Cameroon,1995,1737.992873,50.015,13460994,42.566,40.8,Sub-Saharan Africa,Lower middle income,0.314096492
1035,CM,CMR,Cameroon,1991,1884.808704,51.835,12060729,44.277,41.4,Sub-Saharan Africa,Lower middle income,0.091517436
1036,CM,CMR,Cameroon,1996,1799.902923,49.708,13812472,42.209,40.3,Sub-Saharan Africa,Lower middle income,0.323094881
1038,CM,CMR,Cameroon,1998,1935.422721,49.538,14523570,41.649,38.3,Sub-Saharan Africa,Lower middle income,0.220925365
1039,CM,CMR,Cameroon,2003,2300.104376,51.671,16513822,40.967,32.4,Sub-Saharan Africa,Lower middle income,0.229828383
1040,CM,CMR,Cameroon,2004,2457.351516,52.301,16959081,40.852,31.9,Sub-Saharan Africa,Lower middle income,0.23330822
1041,CM,CMR,Cameroon,2010,2870.562687,55.424,19970495,39.307,28.2,Sub-Saharan Africa,Lower middle income,0.33951502
1042,CM,CMR,Cameroon,2005,2519.090011,52.916,17420795,40.708,31.4,Sub-Saharan Africa,Lower middle income,0.212179525
1043,CM,CMR,Cameroon,1994,1689.488753,50.433,13109660,42.969,41.1,Sub-Saharan Africa,Lower middle income,0.291185813
1044,CM,CMR,Cameroon,1999,1998.693492,49.7,14891891,41.445,36.9,Sub-Saharan Africa,Lower middle income,0.206842771
1045,CM,CMR,Cameroon,1993,1664.413432,50.91,12758881,43.4,41.2,Sub-Saharan Africa,Lower middle income,0.305514332
1046,CM,CMR,Cameroon,1997,1878.477688,49.543,14165423,41.904,39.4,Sub-Saharan Africa,Lower middle income,0.227028801
1047,CM,CMR,Cameroon,1992,1815.595266,51.39,12408931,43.841,41.3,Sub-Saharan Africa,Lower middle income,0.305264893
1048,CM,CMR,Cameroon,2000,2063.823523,50.026,15274234,41.287,35.5,Sub-Saharan Africa,Lower middle income,0.224712545
1049,CM,CMR,Cameroon,2001,2147.154828,50.495,15671927,41.167,34.3,Sub-Saharan Africa,Lower middle income,0.218308253
1050,CM,CMR,Cameroon,2002,2214.148948,51.059,16084886,41.067,33.2,Sub-Saharan Africa,Lower middle income,0.212475488
1051,CM,CMR,Cameroon,2007,2739.672885,54.033,18395389,40.29,30.5,Sub-Saharan Africa,Lower middle income,0.317155402
1052,CM,CMR,Cameroon,2011,2969.047575,55.832,20520447,38.876,27.3,Sub-Saharan Africa,Lower middle income,0.281094803
1053,CM,CMR,Cameroon,1990,1952.243722,52.209,11715218,44.693,41.5,Sub-Saharan Africa,Lower middle income,0.148054522
1054,CN,CHN,China,1996,2070.771609,70.427,1217550000,16.98,25.5,East Asia & Pacific,Upper middle income,2.844309582
1055,CN,CHN,China,2005,5092.559837,73.987,1303720000,12.4,14.1,East Asia & Pacific,Upper middle income,4.523178064
1056,CN,CHN,China,2007,6863.981755,74.562,1317885000,12.1,11.4,East Asia & Pacific,Upper middle income,5.334909929
1057,CN,CHN,China,1995,1869.46632,70.156,1204855000,17.12,26.7,East Asia & Pacific,Upper middle income,2.755754966
1058,CN,CHN,China,2008,7635.072611,74.808,1324655000,12.14,10.2,East Asia & Pacific,Upper middle income,5.701915025
1059,CN,CHN,China,1997,2277.206851,70.747,1230075000,16.57,24.4,East Asia & Pacific,Upper middle income,2.820567891
1060,CN,CHN,China,1990,986.5683762,69.293,1135185000,21.06,29.7,East Asia & Pacific,Upper middle income,2.151570906
1061,CN,CHN,China,1991,1099.052228,69.437,1150780000,19.68,29.5,East Asia & Pacific,Upper middle income,2.229439639
1062,CN,CHN,China,1992,1268.27162,69.587,1164970000,18.27,29.1,East Asia & Pacific,Upper middle income,2.309463675
1063,CN,CHN,China,2001,3226.848456,72.401,1271850000,13.38,19.8,East Asia & Pacific,Upper middle income,2.742120813
1064,CN,CHN,China,2002,3551.663652,72.84,1280400000,12.86,18.4,East Asia & Pacific,Upper middle income,3.007083197
1065,CN,CHN,China,2003,3961.273893,73.257,1288400000,12.41,17,East Asia & Pacific,Upper middle income,3.524074093
1066,CN,CHN,China,2006,5883.719377,74.291,1311020000,12.09,12.7,East Asia & Pacific,Upper middle income,4.980314197
1067,CN,CHN,China,2012,11351.06206,75.602,1350695000,12.1,7,East Asia & Pacific,Upper middle income,7.424750916
1068,CN,CHN,China,1993,1461.610346,69.75,1178440000,18.09,28.5,East Asia & Pacific,Upper middle income,2.442800659
1069,CN,CHN,China,1994,1668.580642,69.935,1191835000,17.7,27.7,East Asia & Pacific,Upper middle income,2.565993892
1070,CN,CHN,China,2011,10384.3666,75.425,1344130000,11.93,7.7,East Asia & Pacific,Upper middle income,7.241515419
1071,CN,CHN,China,2004,4455.205022,73.642,1296075000,12.29,15.5,East Asia & Pacific,Upper middle income,4.037990651
1072,CN,CHN,China,2013,12367.96501,75.769,1357380000,12.08,6.5,East Asia & Pacific,Upper middle income,7.557211045
1073,CN,CHN,China,1998,2458.630661,71.115,1241935000,15.64,23.3,East Asia & Pacific,Upper middle income,2.67674598
1075,CN,CHN,China,2009,8374.432271,75.032,1331260000,12.13,9.3,East Asia & Pacific,Upper middle income,6.010102433
1076,CN,CHN,China,1999,2664.485031,71.521,1252735000,14.64,22.2,East Asia & Pacific,Upper middle income,2.648649247
1077,CN,CHN,China,2014,13440.47746,75.932,1364270000,12.37,6,East Asia & Pacific,Upper middle income,7.543907641
1078,CN,CHN,China,2010,9333.124237,75.236,1337705000,11.9,8.4,East Asia & Pacific,Upper middle income,6.560520007
1080,CN,CHN,China,2000,2933.314817,71.955,1262645000,14.03,21,East Asia & Pacific,Upper middle income,2.696862433
